venta_id,cliente_id,producto_id,fecha_compra,cantidad,precio,descuento_pct,tienda_id,campana
8003248,104893.0,2002,2024-08-04,2,"4,87€",5.0,1,verano_2024
8031881,100777.0,2017,01/07/2024,2,"9,17€",10.0,2,verano_2024
8031889,103025.0,2055,29/08/2024,1,"13,03€",5.0,2,verano_2024
8011710,101196.0,2056,16/08/2024,1,"10,74€",0.0,1,verano_2024
8033515,102246.0,3735,"Sep 3, 2024",1,"12,79€",0.0,1,verano_2024
8023262,114280.0,2351,20/08/2024,2,"11,43€",0.0,2,verano_2024
8014864,101902.0,2166,30/08/2024,4,"15,81€",0.0,2,verano_2024
8039824,106173.0,2017,2024-07-31,2,"9,17€",15.0,3,verano_2024
8017737,112325.0,2159,2024-08-01,4,"2,46€",0.0,3,verano_2024
8020079,113025.0,2201,"Aug 15, 2024",1,"5,81€",0.0,1,verano_2024
8015190,103863.0,2297,2024-09-02,2,"8,15€",0.0,2,verano_2024
8013903,109306.0,2333,19/08/2024,2,"9,89€",5.0,5,verano_2024
8013619,102644.0,2307,2024-07-30,1,"12,74€",0.0,1,verano_2024
8019795,114270.0,2354,2024-07-05,3,"10,62€",0.0,2,verano_2024
8003645,105940.0,2225,21/07/2024,5,"12,39€",0.0,1,verano_2024
8039985,108554.0,2264,2024-08-14,1,"13,32€",0.0,2,verano_2024
8037395,108909.0,2347,05/08/2024,2,"24,81€",10.0,5,verano_2024
8026467,107721.0,2784,18/08/2024,2,"15,1€",0.0,1,verano_2024
8037900,100218.0,2158,11/08/2024,2,"11,97€",0.0,1,verano_2024
8037735,112956.0,2336,2024-07-20,1,"16,14€",20.0,4,verano_2024
8023106,110397.0,2299,23/07/2024,1,"1,73€",0.0,2,verano_2024
8041175,114888.0,2631,02/08/2024,1,"23,98€",20.0,1,verano_2024
8021574,107294.0,2100,30/08/2024,4,"7,03€",0.0,2,verano_2024
8013801,100825.0,2120,09/07/2024,2,"3,88€",0.0,1,verano_2024
8016014,111318.0,2223,2024-08-30,1,"8,84€",10.0,2,verano_2024
8035110,112409.0,2114,24/08/2024,1,"6,47€",0.0,2,verano_2024
8038360,100673.0,2132,2024-08-27,2,"14,67€",20.0,2,verano_2024
8007479,103394.0,2212,2024-09-08,4,"21,38€",15.0,2,verano_2024
8037875,102201.0,2276,06/09/2024,4,"18,3€",10.0,4,verano_2024
8001854,104753.0,3745,2024-07-26,3,"8,77€",0.0,1,verano_2024
8043502,100813.0,3701,2024-08-15,1,"2,08€",5.0,2,verano_2024
8028328,101681.0,2185,2024-08-24,1,"11,68€",5.0,1,verano_2024
8031082,104859.0,2135,2024-08-19,1,"0,8€",20.0,1,verano_2024
8040684,114262.0,2339,2024-07-05,1,"2,4€",5.0,3,verano_2024
8027827,112953.0,2219,2024-08-23,2,"20,27€",0.0,5,verano_2024
8008071,108463.0,3613,2024-09-08,1,"23,89€",5.0,2,verano_2024
8016706,107176.0,2164,2024-08-25,1,"11,63€",5.0,2,verano_2024
8043372,114677.0,2162,2024-07-24,3,"16,04€",0.0,1,verano_2024
8021295,112394.0,2323,2024-07-18,3,"1,78€",0.0,2,verano_2024
8041411,109270.0,3186,14/07/2024,4,"8,78€",0.0,1,verano_2024
8010355,112908.0,2528,22/08/2024,4,"24,32€",5.0,1,verano_2024
8004594,104923.0,2359,2024-07-05,2,"1,75€",10.0,1,verano_2024
8041266,101616.0,2174,21/07/2024,1,"24,52€",5.0,5,verano_2024
8032634,109898.0,3803,2024-08-19,1,"5,19€",0.0,2,verano_2024
8004945,114835.0,2224,2024-08-13,3,"22,13€",0.0,5,verano_2024
8034511,103906.0,2226,07/07/2024,1,"3,21€",0.0,2,verano_2024
8027745,109656.0,2801,05/09/2024,3,"12,68€",0.0,3,verano_2024
8029815,114851.0,2288,"Jul 3, 2024",1,"24,31€",20.0,2,verano_2024
8023113,103342.0,2001,2024-07-17,3,"8,98€",10.0,4,verano_2024
8024576,110802.0,2207,2024-08-25,1,"1,77€",5.0,1,verano_2024
8043624,113716.0,2099,2024-08-19,4,"22,08€",5.0,4,verano_2024
8038091,100805.0,2261,2024-08-10,2,"3,21€",0.0,2,verano_2024
8014515,113346.0,2158,2024-08-21,2,"11,97€",0.0,2,verano_2024
8041406,100175.0,2282,2024-08-24,2,"5,39€",5.0,3,verano_2024
8018656,107221.0,2339,2024-08-04,1,"2,4€",5.0,5,verano_2024
8017395,102137.0,2156,2024-08-08,4,"10,91€",5.0,4,verano_2024
8028983,110011.0,2207,2024-08-07,1,"1,77€",10.0,2,verano_2024
8003667,105912.0,2369,2024-08-06,1,"21,05€",5.0,1,verano_2024
8041800,113158.0,2226,2024-08-18,1,"3,21€",0.0,2,verano_2024
8041427,104898.0,2248,2024-07-09,1,"24,99€",0.0,4,verano_2024
8024231,111943.0,2217,07/08/2024,5,"24,22€",0.0,2,verano_2024
8033117,108906.0,2327,2024-08-31,4,"19,8€",0.0,2,verano_2024
8028804,108608.0,3703,2024-07-15,1,"14,22€",10.0,4,verano_2024
8012439,113976.0,2195,2024-08-04,1,"11,63€",0.0,2,verano_2024
8039120,114024.0,2049,2024-07-25,1,"4,13€",5.0,5,verano_2024
8032228,104229.0,3461,24/06/2024,2,"6,41€",5.0,1,verano_2024
8032745,104886.0,2124,2024-08-02,1,"12,45€",0.0,2,verano_2024
8005057,113091.0,2355,2024-08-12,5,"14,11€",15.0,2,verano_2024
8014589,113555.0,2138,2024-08-05,1,"7,32€",0.0,3,verano_2024
8002140,110403.0,2308,2024-08-28,1,"15,34€",0.0,2,verano_2024
8038963,108707.0,2133,2024-08-28,2,"2,35€",5.0,2,verano_2024
8015385,104481.0,2043,2024-08-01,3,"15,44€",10.0,2,verano_2024
8023088,106993.0,2310,"Jul 24, 2024",3,"20,48€",0.0,1,verano_2024
8030610,100330.0,2101,2024-09-02,2,"20,5€",0.0,1,verano_2024
8017296,100948.0,3370,01/08/2024,1,"7,59€",5.0,1,verano_2024
8024428,109420.0,2172,07/08/2024,2,"7,42€",0.0,2,verano_2024
8010470,105758.0,2002,2024-08-09,1,"4,87€",5.0,2,verano_2024
8018290,101987.0,2119,2024-08-05,3,"15,85€",15.0,3,verano_2024
8016058,106540.0,2062,2024-08-31,2,"7,41€",15.0,5,verano_2024
8036894,100514.0,2017,2024-08-15,4,"9,17€",15.0,2,verano_2024
8033502,104796.0,2339,2024-08-31,1,"2,4€",15.0,4,verano_2024
8010271,105301.0,2354,"Aug 9, 2024",1,"10,62€",5.0,5,verano_2024
8006772,109335.0,2207,2024-08-12,2,"1,77€",0.0,1,verano_2024
8007937,110178.0,2333,31/07/2024,1,"9,89€",0.0,1,verano_2024
8022440,110026.0,2089,2024-08-05,3,"2,98€",0.0,1,verano_2024
8003361,111357.0,2319,2024-07-29,3,"7,54€",10.0,1,verano_2024
8033908,103689.0,3295,29/08/2024,3,"12,8€",20.0,1,verano_2024
8039791,106127.0,2323,2024-09-01,3,"1,78€",0.0,1,verano_2024
8022172,100829.0,2300,2024-08-04,1,"23,37€",0.0,5,verano_2024
8029321,109357.0,2130,2024-08-31,1,"15,71€",0.0,4,verano_2024
8023307,102769.0,2253,2024-09-07,1,"11,8€",0.0,1,verano_2024
8030152,110486.0,2232,29/07/2024,1,"20,87€",0.0,1,verano_2024
8004116,103162.0,2340,2024-07-20,2,"4,52€",0.0,1,verano_2024
8014863,104321.0,2133,2024-08-20,1,"2,35€",15.0,5,verano_2024
8010787,105241.0,2196,2024-08-21,1,"12,04€",0.0,1,verano_2024
8041510,106820.0,3762,05/07/2024,1,"6,0€",0.0,4,verano_2024
8022841,114200.0,2133,2024-09-11,1,"2,35€",0.0,1,verano_2024
8003495,112733.0,2255,2024-07-31,3,"17,92€",10.0,2,verano_2024
8035790,102241.0,2215,01/09/2024,1,"2,77€",5.0,1,verano_2024
8018406,101765.0,2160,2024-07-24,3,"24,06€",0.0,2,verano_2024
8034421,112445.0,2327,2024-07-30,2,"19,8€",10.0,5,verano_2024
8026747,102941.0,3709,2024-09-06,1,"20,81€",0.0,3,verano_2024
8025039,105309.0,2840,2024-08-18,3,"19,9€",20.0,1,verano_2024
8019359,107539.0,2051,2024-08-13,2,"4,12€",0.0,4,verano_2024
8014329,114443.0,2062,16/08/2024,2,"7,41€",5.0,3,verano_2024
8015994,114665.0,2263,2024-09-02,1,"18,09€",5.0,1,verano_2024
8042327,105351.0,2357,2024-08-24,2,"20,23€",15.0,4,verano_2024
8036396,108991.0,2976,2024-08-09,4,"13,45€",0.0,3,verano_2024
8025494,106892.0,2034,2024-08-17,2,"5,19€",0.0,4,verano_2024
8018748,111106.0,2082,25/08/2024,3,"8,87€",5.0,1,verano_2024
8016842,110179.0,2031,04/09/2024,2,"7,29€",0.0,1,verano_2024
8022959,108767.0,2077,2024-07-24,3,"10,71€",0.0,1,verano_2024
8001466,112761.0,2047,2024-08-31,1,"8,56€",5.0,2,verano_2024
8018771,107413.0,2021,2024-07-02,1,"14,21€",15.0,2,verano_2024
8011174,107713.0,2321,"Sep 12, 2024",2,"16,56€",15.0,2,verano_2024
8037104,106543.0,2038,2024-07-20,5,"4,28€",0.0,4,verano_2024
8016501,107720.0,2035,2024-07-30,1,"2,94€",0.0,2,verano_2024
8023884,109421.0,3369,2024-08-03,1,"0,0€",0.0,1,verano_2024
8034825,104612.0,2221,13/08/2024,2,"23,07€",0.0,1,verano_2024
8008218,100274.0,3404,"Jul 5, 2024",2,"1,95€",0.0,4,verano_2024
8013969,110297.0,2033,2024-08-14,4,"8,41€",10.0,1,verano_2024
8043008,100090.0,2303,01/09/2024,2,"21,25€",0.0,4,verano_2024
8034803,107603.0,3733,2024-08-08,1,"4,43€",0.0,2,verano_2024
8016989,106258.0,2012,2024-07-10,2,"6,44€",5.0,1,verano_2024
8029594,112918.0,2331,2024-07-19,3,"4,79€",15.0,2,verano_2024
8031687,107551.0,2193,2024-08-26,1,"20,19€",0.0,2,verano_2024
8039400,100436.0,2357,2024-08-04,1,"20,23€",0.0,1,verano_2024
8033789,114939.0,2305,16/08/2024,1,"19,22€",0.0,5,verano_2024
8033423,101023.0,2279,2024-07-29,1,"17,13€",10.0,1,verano_2024
8008593,113909.0,2296,07/08/2024,2,"2,28€",0.0,1,verano_2024
8011610,103012.0,2178,2024-09-05,1,"16,41€",0.0,4,verano_2024
8021090,103880.0,2146,2024-09-05,1,"7,75€",10.0,5,verano_2024
8010751,114218.0,2164,2024-08-17,3,"11,63€",0.0,1,verano_2024
8008127,110220.0,3121,17/08/2024,2,"3,37€",10.0,2,verano_2024
8026469,101131.0,2095,2024-07-28,1,"7,18€",0.0,2,verano_2024
8027916,114180.0,2077,"Sep 10, 2024",2,"10,71€",20.0,1,verano_2024
8020689,111636.0,2172,06/08/2024,1,"7,42€",0.0,1,verano_2024
8018037,115132.0,2082,2024-08-15,1,"8,87€",0.0,1,verano_2024
8023712,105083.0,2144,2024-07-25,2,"6,14€",0.0,3,verano_2024
8038492,108291.0,2009,30/07/2024,1,"14,23€",10.0,2,verano_2024
8002001,,3115,12/08/2024,3,"4,08€",0.0,2,verano_2024
8036494,104529.0,2080,2024-07-30,1,"10,53€",5.0,1,verano_2024
8012593,103867.0,2241,23/08/2024,1,"8,37€",15.0,1,verano_2024
8018140,112256.0,2171,25/07/2024,1,"7,26€",0.0,1,verano_2024
8031017,109912.0,2298,"Jul 12, 2024",3,"13,11€",20.0,2,verano_2024
8020293,102175.0,2131,2024-08-11,5,"19,28€",10.0,2,verano_2024
8006343,110859.0,3684,23/07/2024,3,"5,62€",0.0,5,verano_2024
8005029,100588.0,2016,05/09/2024,3,"3,11€",0.0,2,verano_2024
8029384,114019.0,2018,29/07/2024,1,"4,12€",0.0,2,verano_2024
8016579,,2076,06/08/2024,1,"9,51€",15.0,1,verano_2024
8028731,111734.0,2189,04/08/2024,2,"15,7€",0.0,1,verano_2024
8010921,110406.0,2325,2024-08-01,2,"8,36€",10.0,1,verano_2024
8040498,114386.0,2285,20/08/2024,2,"24,63€",10.0,1,verano_2024
8001622,114601.0,3718,2024-07-18,1,"24,27€",0.0,1,verano_2024
8041183,113153.0,2099,2024-08-16,2,"22,08€",0.0,2,verano_2024
8001899,109871.0,2164,13/08/2024,2,"11,63€",0.0,1,verano_2024
8020359,115166.0,2993,2024-08-09,4,"11,33€",10.0,3,verano_2024
8028436,107641.0,3761,2024-08-27,5,"16,76€",5.0,2,verano_2024
8033112,,2247,2024-08-01,3,"12,95€",0.0,2,verano_2024
8027480,106759.0,2146,14/08/2024,1,"7,75€",0.0,1,verano_2024
8036940,102185.0,2147,2024-08-25,3,"24,36€",0.0,2,verano_2024
8018497,109141.0,2150,2024-07-20,3,"20,36€",0.0,3,verano_2024
8017954,114840.0,2170,2024-07-26,1,"11,68€",0.0,1,verano_2024
8039503,110680.0,2603,2024-07-26,1,"0,81€",5.0,4,verano_2024
8039544,104818.0,2112,2024-09-11,1,"5,99€",0.0,2,verano_2024
8038914,113734.0,2211,2024-08-18,1,"9,82€",0.0,2,verano_2024
8018203,103285.0,2357,"Aug 10, 2024",2,"20,23€",0.0,3,verano_2024
8012476,101025.0,2010,2024-08-26,3,"1,66€",20.0,2,verano_2024
8007869,111743.0,2168,20/07/2024,4,"14,02€",0.0,2,verano_2024
8035447,107322.0,2212,22/08/2024,2,"21,38€",0.0,2,verano_2024
8020546,104858.0,2324,04/08/2024,1,"10,46€",10.0,4,verano_2024
8012547,110972.0,2360,2024-08-03,2,"12,24€",20.0,2,verano_2024
8008680,114906.0,2097,2024-08-20,1,"22,51€",0.0,2,verano_2024
8003562,107383.0,2322,10/09/2024,1,"3,85€",20.0,3,verano_2024
8014168,109158.0,3703,"Jul 30, 2024",2,"14,22€",0.0,1,verano_2024
8032921,106463.0,2260,"Aug 20, 2024",1,"22,68€",0.0,1,verano_2024
8009880,111789.0,2335,2024-09-03,3,"10,42€",0.0,5,verano_2024
8032720,112131.0,2356,2024-07-30,1,"10,49€",0.0,1,verano_2024
8013209,105390.0,3025,30/08/2024,1,"22,62€",15.0,1,verano_2024
8036474,106036.0,2208,2024-07-24,5,"13,06€",5.0,1,verano_2024
8040700,100408.0,2104,2024-08-05,1,"1,43€",0.0,1,verano_2024
8032908,108817.0,2003,04/07/2024,4,"11,34€",10.0,1,verano_2024
8025550,110516.0,2111,2024-08-26,2,"7,44€",0.0,1,verano_2024
8011531,113436.0,2063,2024-09-03,1,"1,37€",0.0,2,verano_2024
8026636,101051.0,2097,2024-08-05,1,"22,51€",0.0,3,verano_2024
8036664,109389.0,2010,2024-07-25,1,"1,66€",0.0,1,verano_2024
8029210,109068.0,2354,2024-08-11,4,"10,62€",0.0,1,verano_2024
8002115,109321.0,2257,2024-06-25,1,"1,79€",0.0,5,verano_2024
8016019,109294.0,2205,2024-07-26,2,"21,52€",0.0,3,verano_2024
8043209,113363.0,2132,07/08/2024,1,"14,67€",10.0,1,verano_2024
8018259,111418.0,2478,2024-08-18,5,"17,08€",5.0,1,verano_2024
8018314,105775.0,2324,2024-08-21,2,"10,46€",0.0,2,verano_2024
8038828,102981.0,2122,2024-08-08,1,"21,48€",0.0,2,verano_2024
8029058,109721.0,2265,2024-08-19,3,"10,06€",5.0,2,verano_2024
8018165,107558.0,2348,"Aug 16, 2024",1,"24,46€",0.0,2,verano_2024
8042193,112080.0,3766,2024-09-01,2,"17,26€",0.0,2,verano_2024
8026983,110531.0,2072,2024-08-03,1,"1,36€",0.0,1,verano_2024
8029244,113203.0,2245,2024-09-08,3,"8,66€",15.0,1,verano_2024
8004190,108618.0,2243,11/07/2024,1,"9,41€",0.0,5,verano_2024
8037958,114536.0,2316,30/08/2024,3,"11,75€",0.0,3,verano_2024
8037210,106073.0,2174,2024-08-17,2,"24,52€",0.0,5,verano_2024
8027396,107276.0,2134,14/08/2024,1,"20,0€",10.0,5,verano_2024
8022490,108368.0,2030,2024-08-20,1,"12,43€",10.0,1,verano_2024
8033930,101594.0,3328,2024-07-13,2,"23,68€",0.0,1,verano_2024
8040619,105254.0,2020,2024-08-30,1,"5,44€",10.0,1,verano_2024
8030183,114573.0,2260,2024-07-05,2,"22,68€",5.0,1,verano_2024
8031051,108016.0,2122,31/07/2024,1,"21,48€",0.0,2,verano_2024
8008902,112389.0,2056,2024-08-12,1,"10,74€",10.0,2,verano_2024
8031289,105897.0,2132,2024-07-28,1,"14,67€",0.0,2,verano_2024
8031581,113685.0,2187,2024-07-25,1,"14,36€",5.0,3,verano_2024
8012943,102245.0,2203,2024-07-17,1,"1,73€",0.0,2,verano_2024
8016985,102171.0,2283,2024-09-02,1,"16,85€",0.0,4,verano_2024
8033205,112297.0,2012,2024-09-09,4,"6,44€",15.0,4,verano_2024
8023418,105429.0,2241,23/08/2024,1,"8,37€",15.0,1,verano_2024
8027826,113285.0,2153,2024-09-09,1,"23,71€",10.0,4,verano_2024
8032852,111730.0,2045,20/08/2024,1,"5,39€",0.0,5,verano_2024
8005648,114428.0,2986,24/08/2024,5,"18,26€",5.0,1,verano_2024
8035688,106462.0,2153,08/08/2024,2,"23,71€",0.0,1,verano_2024
8039433,110092.0,2175,11/07/2024,1,"9,95€",10.0,1,verano_2024
8036561,105753.0,2146,2024-08-24,1,"7,75€",20.0,3,verano_2024
8018722,108737.0,2018,2024-07-07,1,"4,12€",0.0,5,verano_2024
8017793,114525.0,3590,2024-07-31,1,"1,37€",0.0,4,verano_2024
8011055,106369.0,2124,2024-07-22,1,"12,45€",0.0,2,verano_2024
8042401,105130.0,2007,13/07/2024,1,"2,51€",5.0,1,verano_2024
8043519,109120.0,2066,16/08/2024,1,"14,49€",5.0,2,verano_2024
8007429,108320.0,2050,05/08/2024,1,"1,68€",0.0,2,verano_2024
8002864,109892.0,2572,18/08/2024,1,"4,97€",0.0,1,verano_2024
8030617,105787.0,2210,"Aug 30, 2024",2,"2,29€",0.0,2,verano_2024
8031354,110709.0,2006,2024-08-24,1,"4,66€",20.0,2,verano_2024
8019917,114088.0,2366,17/07/2024,2,"8,57€",0.0,1,verano_2024
8024243,110440.0,2371,2024-08-15,1,"16,64€",10.0,5,verano_2024
8012681,102295.0,2132,23/08/2024,1,"14,67€",0.0,1,verano_2024
8037498,105338.0,2063,05/07/2024,1,"1,37€",10.0,1,verano_2024
8016244,108486.0,2253,2024-09-04,1,"11,8€",0.0,1,verano_2024
8036345,109542.0,2165,2024-08-30,3,"16,6€",5.0,3,verano_2024
8037985,109051.0,2077,2024-08-09,3,"10,71€",5.0,4,verano_2024
8008153,106429.0,2342,2024-08-14,1,"14,18€",15.0,5,verano_2024
8042659,114759.0,2194,2024-08-18,1,"24,19€",5.0,2,verano_2024
8040307,102483.0,2247,2024-08-29,1,"12,95€",5.0,2,verano_2024
8009926,101135.0,2361,2024-08-28,3,"24,06€",15.0,1,verano_2024
8005977,101433.0,2291,"Jul 5, 2024",3,"6,63€",5.0,4,verano_2024
8010988,110368.0,2322,2024-07-29,1,"3,85€",10.0,2,verano_2024
8013006,114935.0,3449,2024-08-25,5,"5,79€",0.0,3,verano_2024
8008706,114493.0,2355,2024-08-07,2,"14,11€",0.0,2,verano_2024
8012754,101333.0,2240,2024-07-18,1,"11,83€",5.0,1,verano_2024
8030271,100087.0,3219,24/08/2024,1,"10,07€",10.0,4,verano_2024
8018127,103843.0,2226,2024-07-06,3,"3,21€",20.0,1,verano_2024
8001344,109451.0,2269,2024-07-26,1,"5,43€",0.0,2,verano_2024
8003001,102367.0,3757,2024-08-08,1,"18,9€",0.0,2,verano_2024
8005200,110700.0,2115,2024-08-20,5,"5,85€",5.0,1,verano_2024
8026639,101021.0,2189,2024-08-10,3,"15,7€",15.0,1,verano_2024
8020108,112436.0,3701,17/08/2024,1,"2,08€",10.0,4,verano_2024
8001735,105081.0,2295,2024-07-28,2,"16,22€",0.0,1,verano_2024
8016952,101137.0,2187,2024-08-10,2,"14,36€",5.0,3,verano_2024
8015001,104147.0,2364,2024-07-20,1,"22,89€",5.0,1,verano_2024
8003056,104235.0,2216,2024-08-03,4,"16,91€",15.0,2,verano_2024
8006371,114257.0,2084,2024-08-26,1,"4,98€",5.0,5,verano_2024
8024035,105569.0,2327,2024-07-26,1,"19,8€",0.0,4,verano_2024
8036054,110109.0,2177,29/08/2024,2,"0,87€",5.0,2,verano_2024
8042614,112636.0,2235,2024-07-27,4,"6,28€",10.0,1,verano_2024
8040267,102922.0,2172,2024-07-15,1,"7,42€",0.0,3,verano_2024
8040745,110653.0,2352,2024-08-22,1,"6,23€",10.0,5,verano_2024
8011594,111840.0,2001,2024-08-08,2,"8,98€",10.0,3,verano_2024
8005087,114494.0,2060,2024-08-01,1,"3,54€",0.0,3,verano_2024
8010770,100108.0,2345,2024-07-05,2,"19,25€",20.0,4,verano_2024
8017236,105983.0,2178,2024-08-26,1,"16,41€",20.0,1,verano_2024
8011985,110896.0,2295,04/08/2024,1,"16,22€",0.0,1,verano_2024
8004483,104849.0,2285,14/08/2024,1,"24,63€",0.0,2,verano_2024
8037954,103034.0,2287,17/08/2024,4,"24,98€",10.0,1,verano_2024
8021110,104000.0,2617,21/07/2024,3,"18,79€",0.0,4,verano_2024
8008391,114226.0,3272,15/08/2024,2,"12,38€",0.0,3,verano_2024
8026370,100505.0,2053,2024-08-10,2,"8,07€",0.0,1,verano_2024
8028712,104667.0,3667,2024-09-08,1,"13,31€",0.0,4,verano_2024
8008380,103977.0,2019,2024-07-19,2,"6,77€",0.0,1,verano_2024
8032017,100942.0,2128,2024-08-14,1,"12,01€",0.0,1,verano_2024
8001625,110446.0,2249,27/06/2024,3,"16,71€",0.0,1,verano_2024
8020235,104173.0,2051,2024-08-15,1,"4,12€",0.0,1,verano_2024
8042630,109766.0,2253,2024-08-24,2,"11,8€",0.0,1,verano_2024
8033207,113777.0,3367,2024-08-16,1,"13,56€",0.0,4,verano_2024
8017378,104158.0,3540,2024-07-25,1,"15,56€",15.0,1,verano_2024
8041490,102111.0,3183,2024-07-30,4,"11,28€",5.0,3,verano_2024
8010289,104635.0,2001,30/08/2024,2,"8,98€",0.0,1,verano_2024
8014994,114200.0,2937,2024-08-26,1,"11,71€",0.0,1,verano_2024
8042782,111952.0,3028,2024-07-28,2,"19,83€",0.0,1,verano_2024
8023846,103125.0,2668,2024-07-20,1,"2,06€",5.0,3,verano_2024
8031199,100504.0,2003,2024-08-09,3,"11,34€",10.0,1,verano_2024
8031787,104116.0,2362,30/07/2024,1,"10,21€",0.0,4,verano_2024
8032495,114165.0,2249,02/08/2024,2,"16,71€",10.0,2,verano_2024
8034119,113179.0,2352,2024-08-20,4,"6,23€",0.0,1,verano_2024
8023239,102490.0,2037,2024-07-14,2,"0,89€",0.0,3,verano_2024
8002830,103096.0,2051,04/08/2024,1,"4,12€",15.0,3,verano_2024
8017090,111598.0,2356,09/09/2024,1,"10,49€",10.0,1,verano_2024
8019234,108918.0,3662,2024-07-04,1,"7,63€",15.0,1,verano_2024
8043190,111831.0,2536,2024-07-14,4,"21,49€",0.0,2,verano_2024
8042508,104183.0,2293,2024-09-11,1,"21,13€",0.0,1,verano_2024
8023469,112127.0,2883,11/08/2024,1,"3,02€",0.0,1,verano_2024
8028923,105906.0,2589,2024-08-06,1,"20,69€",0.0,5,verano_2024
8033208,111927.0,2015,03/08/2024,1,"10,37€",0.0,5,verano_2024
8031408,113861.0,2327,2024-07-18,2,"19,8€",10.0,1,verano_2024
8039010,102716.0,2478,26/07/2024,1,"17,08€",5.0,4,verano_2024
8026975,106650.0,2253,2024-09-09,2,"11,8€",10.0,2,verano_2024
8015170,111676.0,2143,16/08/2024,1,"10,91€",0.0,1,verano_2024
8025589,101073.0,2107,2024-09-11,3,"12,91€",0.0,1,verano_2024
8031208,100308.0,2205,2024-06-24,2,"21,52€",0.0,4,verano_2024
8030267,100415.0,3540,2024-09-13,1,"15,56€",5.0,1,verano_2024
8010056,101849.0,2799,"Jul 29, 2024",4,"4,46€",0.0,2,verano_2024
8010390,101377.0,2151,2024-07-27,3,"15,34€",10.0,1,verano_2024
8035005,100058.0,2170,24/07/2024,1,"11,68€",10.0,1,verano_2024
8036862,101863.0,2026,2024-08-18,1,"2,94€",5.0,1,verano_2024
8021994,106741.0,2139,26/08/2024,4,"12,6€",15.0,5,verano_2024
8002683,112472.0,3470,2024-08-05,1,"2,39€",10.0,5,verano_2024
8038188,107244.0,2082,2024-07-27,2,"8,87€",15.0,2,verano_2024
8042949,107664.0,2102,13/08/2024,1,"16,66€",10.0,1,verano_2024
8025754,115118.0,2076,2024-08-10,3,"9,51€",5.0,3,verano_2024
8021723,107284.0,3242,2024-07-17,2,"6,19€",15.0,3,verano_2024
8040716,100703.0,2169,2024-08-21,2,"12,7€",0.0,1,verano_2024
8019701,109933.0,2180,2024-08-03,1,"11,12€",0.0,1,verano_2024
8010906,110099.0,2030,2024-08-31,2,"12,43€",15.0,2,verano_2024
8043433,111534.0,3087,2024-07-17,1,"24,01€",0.0,4,verano_2024
8042566,112643.0,2186,2024-07-02,2,"14,5€",15.0,2,verano_2024
8035945,114254.0,2083,27/07/2024,1,"14,16€",0.0,1,verano_2024
8016626,101986.0,2190,2024-08-10,1,"22,62€",10.0,2,verano_2024
8025421,113066.0,2032,2024-08-06,3,"4,65€",15.0,2,verano_2024
8017972,100813.0,2157,2024-07-11,1,"4,56€",15.0,1,verano_2024
